Study_ID_phenotype,First_Author,gen_factor,Native_env_cont,Native_env_cat,nat_env_mean,nat_env_sd,nat_env_factor,exp_env_cont,exp_env_cat,exp_env_factor,phen_n,phen_data,phen_SD,phen_mean_SE,phen_mean_lowCI_095,phen_mean_highCI_095,Comments
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.8,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.285714286,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,1,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.75,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.7,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.823529412,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.4,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.35,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.7,,,,,
743_Bis_offspring_germination,Lampei,G_4,,,90,51,,42.83,,E_10,15,0.65,,,,,
