"","X1","Fixed_effect","Df","Sum Sq","Mean Sq","F value","Pr(>F)","data_class","row"
"3706",2,"gen_factor",3,5.7606583806121,1.92021946020403,7.50905747808103,0.00234482843496324,"Raw_anova",16057
"3707",3,"exp_env_factor:gen_factor",9,15.7095793870986,1.74550882078873,6.82584794886275,0.000477941912123437,"Raw_anova",16057
"3708",4,"Residuals",16,4.09152699296104,0.255720437060065,NA,NA,"Raw_anova",16057
"3709",5,"exp_env_factor",3,2.03498674779025,0.678328915930084,8.87175087969046e+29,5.69459254418427e-234,"NoError_anova",16057
"3710",6,"gen_factor",3,14.0887696574001,4.69625655246669,6.14215570384041e+30,1.07887415171501e-240,"NoError_anova",16057
"3711",7,"exp_env_factor:gen_factor",9,13.8762435948097,1.54180484386774,2.01650086833457e+30,1.06485738992538e-238,"NoError_anova",16057
"3712",8,"Residuals",16,1.22335070067477e-29,7.64594187921732e-31,NA,NA,"NoError_anova",16057
"3713",1,"exp_env_factor",3,8.78053733687572,2.92684577895857,9.02554792938201,0.000989460864281958,"Raw_anova",16058
"3714",2,"gen_factor",3,2.73785780992313,0.912619269974376,2.81425451988187,0.072569954402526,"Raw_anova",16058
"3715",3,"exp_env_factor:gen_factor",9,13.2412323115655,1.47124803461839,4.53690445459077,0.00422847840759788,"Raw_anova",16058
"3716",4,"Residuals",16,5.18855285349348,0.324284553343343,NA,NA,"Raw_anova",16058
"3717",5,"exp_env_factor",3,9.77797976492112,3.25932658830704,4.30785063138747e+30,1.84268996358237e-239,"NoError_anova",16058
"3718",6,"gen_factor",3,3.73673017891862,1.24557672630621,1.64627825456633e+30,4.05052603135295e-236,"NoError_anova",16058
"3719",7,"exp_env_factor:gen_factor",9,16.4852900561603,1.83169889512892,2.42095568765676e+30,2.46708454876292e-239,"NoError_anova",16058
"3720",8,"Residuals",16,1.21056252584404e-29,7.56601578652526e-31,NA,NA,"NoError_anova",16058
"3721",1,"exp_env_factor",3,30.5337594553265,10.1779198184422,48.5094545053666,2.95458715606886e-08,"Raw_anova",16059
"3722",2,"gen_factor",3,2.70156999865248,0.900523332884161,4.29202591755646,0.021101254282553,"Raw_anova",16059
"3723",3,"exp_env_factor:gen_factor",9,5.76706573500886,0.640785081667651,3.05407542222437,0.0248259937385555,"Raw_anova",16059
"3724",4,"Residuals",16,3.35700986035741,0.209813116272338,NA,NA,"Raw_anova",16059
"3725",5,"exp_env_factor",3,27.2141614894304,9.07138716314346,6.86534106405568e+31,4.42833452975337e-249,"NoError_anova",16059
"3726",6,"gen_factor",3,1.36132161013794,0.453773870045979,3.43421830398714e+30,1.12957265965632e-238,"NoError_anova",16059
"3727",7,"exp_env_factor:gen_factor",9,1.42451690043169,0.158279655603521,1.19788054426165e+30,6.86705721796648e-237,"NoError_anova",16059
"3728",8,"Residuals",16,2.11412941114033e-30,1.3213308819627e-31,NA,NA,"NoError_anova",16059
"3729",1,"exp_env_factor",3,21.1229708995329,7.04099029984431,34.7492176215304,3.07998902239739e-07,"Raw_anova",16060
"3730",2,"gen_factor",3,18.2774260467973,6.09247534893242,30.0680362758835,8.24406318563592e-07,"Raw_anova",16060
"3731",3,"exp_env_factor:gen_factor",9,1.99667773295769,0.221853081439743,1.09490578436491,0.418027335613052,"Raw_anova",16060
"3732",4,"Residuals",16,3.24196780556314,0.202622987847696,NA,NA,"Raw_anova",16060
"3733",5,"exp_env_factor",3,16.2993705020398,5.43312350067993,1.34414230497066e+31,2.05104580926065e-243,"NoError_anova",16060
"3734",6,"gen_factor",3,13.6595187108112,4.55317290360374,1.12644454351424e+31,8.43060682986556e-243,"NoError_anova",16060
"3735",7,"exp_env_factor:gen_factor",9,0.0411107871489912,0.0045678652387768,1.13007939357102e+28,1.09447818375936e-220,"NoError_anova",16060
"3736",8,"Residuals",16,6.46731939686818e-30,4.04207462304261e-31,NA,NA,"NoError_anova",16060
"3737",1,"exp_env_factor",3,1.64025120562136,0.546750401873788,2.06879553925343,0.144746238159394,"Raw_anova",16061
"3738",2,"gen_factor",3,28.6092559090109,9.53641863633696,36.0839247080451,2.37508282310608e-07,"Raw_anova",16061
"3739",3,"exp_env_factor:gen_factor",9,3.83829115470596,0.426476794967329,1.61370396436796,0.193410397925421,"Raw_anova",16061
"3740",4,"Residuals",16,4.22855050873588,0.264284406795993,NA,NA,"Raw_anova",16061
"3741",5,"exp_env_factor",3,0.921431858871225,0.307143952957075,4.73645341095403e+29,8.62802118054351e-232,"NoError_anova",16061
"3742",6,"gen_factor",3,29.0688286770893,9.68960955902978,1.49423043510459e+31,8.79420806916352e-244,"NoError_anova",16061
"3743",7,"exp_env_factor:gen_factor",9,0.00973946403943868,0.00108216267104874,1.66879830292875e+27,4.84002896399366e-214,"NoError_anova",16061
"3744",8,"Residuals",16,1.03754915776177e-29,6.48468223601103e-31,NA,NA,"NoError_anova",16061
"3745",1,"exp_env_factor",3,18.1492980883487,6.04976602944957,25.3428592159007,2.56241544248607e-06,"Raw_anova",16062
"3746",2,"gen_factor",3,4.47959257906088,1.49319752635363,6.25510052912808,0.00516165486522002,"Raw_anova",16062
"3747",3,"exp_env_factor:gen_factor",9,8.69780478581274,0.966422753979193,4.04840710829375,0.00730202706466163,"Raw_anova",16062
"3748",4,"Residuals",16,3.81946865768252,0.238716791105157,NA,NA,"Raw_anova",16062
"3749",5,"exp_env_factor",3,16.3132726035853,5.43775753452842,1.34971981423393e+32,1.9842133772692e-251,"NoError_anova",16062
"3750",6,"gen_factor",3,3.42412303763182,1.14137434587727,2.83303468443899e+31,5.26650169967994e-246,"NoError_anova",16062
"3751",7,"exp_env_factor:gen_factor",9,10.2626043587829,1.1402893731981,2.83034164578531e+31,7.06916083783772e-248,"NoError_anova",16062
"3752",8,"Residuals",16,6.44608752386408e-31,4.02880470241505e-32,NA,NA,"NoError_anova",16062
"3753",1,"exp_env_factor",3,0.797158021556971,0.26571934051899,1.10362786626999,0.376540458834684,"Raw_anova",16063
"3754",2,"gen_factor",3,12.9376874492376,4.31256248307921,17.911621043695,2.28736279178636e-05,"Raw_anova",16063
"3755",3,"exp_env_factor:gen_factor",9,24.3493838801007,2.70548709778897,11.2368597149233,2.2506806046559e-05,"Raw_anova",16063
"3756",4,"Residuals",16,3.85230346047077,0.240768966279423,NA,NA,"Raw_anova",16063
"3757",5,"exp_env_factor",3,1.23360062036216,0.411200206787387,3.63107745226364e+29,7.23191411223164e-231,"NoError_anova",16063
"3758",6,"gen_factor",3,11.2835786045043,3.76119286816808,3.32129760437632e+30,1.47596147987364e-238,"NoError_anova",16063
"3759",7,"exp_env_factor:gen_factor",9,17.4828207751336,1.94253564168151,1.71534382821341e+30,3.88391111017258e-238,"NoError_anova",16063
"3760",8,"Residuals",16,1.81191489167951e-29,1.13244680729969e-30,NA,NA,"NoError_anova",16063
"3761",1,"exp_env_factor",3,5.75140781640431,1.91713593880144,5.03643067214253,0.0120299353017454,"Raw_anova",16064
"3762",2,"gen_factor",3,15.36411731283,5.12137243760999,13.4541514277647,0.000121721235188767,"Raw_anova",16064
"3763",3,"exp_env_factor:gen_factor",9,28.3368963103919,3.14854403448799,8.27141332387756,0.000154103320688877,"Raw_anova",16064
"3764",4,"Residuals",16,6.09045910042756,0.380653693776723,NA,NA,"Raw_anova",16064
"3765",5,"exp_env_factor",3,2.09782873868038,0.699276246226795,1.40328631535156e+30,1.45333937758345e-235,"NoError_anova",16064
"3766",6,"gen_factor",3,8.94691152934006,2.98230384311335,5.98479670065042e+30,1.32782897909457e-240,"NoError_anova",16064
"3767",7,"exp_env_factor:gen_factor",9,18.9552597319796,2.10613997021995,4.22653767287562e+30,2.85891208857376e-241,"NoError_anova",16064
"3768",8,"Residuals",16,7.97301293202288e-30,4.9831330825143e-31,NA,NA,"NoError_anova",16064
"3769",1,"exp_env_factor",3,17.6125289269669,5.87084297565564,28.5506979976136,1.1663550825748e-06,"Raw_anova",16065
"3770",2,"gen_factor",3,6.69909275050786,2.23303091683595,10.85952930274,0.000388701868170706,"Raw_anova",16065
"3771",3,"exp_env_factor:gen_factor",9,11.2768280274416,1.25298089193796,6.09341438543688,0.000904992048711538,"Raw_anova",16065
"3772",4,"Residuals",16,3.29005923492104,0.205628702182565,NA,NA,"Raw_anova",16065
"3773",5,"exp_env_factor",3,14.4516221078871,4.81720736929571,1.35531675375264e+31,1.91960072816491e-243,"NoError_anova",16065
"3774",6,"gen_factor",3,5.01395880933383,1.67131960311128,4.70224195331475e+30,9.14318665142012e-240,"NoError_anova",16065
"3775",7,"exp_env_factor:gen_factor",9,10.534419082779,1.17049100919767,3.29316542400451e+30,2.10460394576986e-240,"NoError_anova",16065
"3776",8,"Residuals",16,5.68688593978663e-30,3.55430371236664e-31,NA,NA,"NoError_anova",16065
"3777",1,"exp_env_factor",3,11.0946158984707,3.69820529949023,19.1680089837865,1.51107187334631e-05,"Raw_anova",16066
"3778",2,"gen_factor",3,15.7719650286057,5.2573216762019,27.2489980840124,1.59043758321075e-06,"Raw_anova",16066
"3779",3,"exp_env_factor:gen_factor",9,4.63025917367613,0.51447324151957,2.66654415230118,0.0418073135457896,"Raw_anova",16066
"3780",4,"Residuals",16,3.08698127394944,0.19293632962184,NA,NA,"Raw_anova",16066
"3781",5,"exp_env_factor",3,7.36660661054964,2.45553553684988,6.62675127547103e+30,5.87667939704945e-241,"NoError_anova",16066
"3782",6,"gen_factor",3,18.9487499432824,6.31624998109413,1.70456574503928e+31,3.06638942330434e-244,"NoError_anova",16066
"3783",7,"exp_env_factor:gen_factor",9,3.68464344616799,0.409404827351999,1.10486039445363e+30,1.31105076788729e-236,"NoError_anova",16066
"3784",8,"Residuals",16,5.92878274080167e-30,3.70548921300104e-31,NA,NA,"NoError_anova",16066
"3785",1,"exp_env_factor",3,1.44070457202816,0.480234857342722,1.36068569319946,0.290418301253214,"Raw_anova",16067
"3786",2,"gen_factor",3,11.7659572252578,3.92198574175259,11.1124584276617,0.000344469079389326,"Raw_anova",16067
"3787",3,"exp_env_factor:gen_factor",9,12.6657535736093,1.40730595262326,3.98742624865802,0.00783618376990124,"Raw_anova",16067
"3788",4,"Residuals",16,5.6469747244981,0.352935920281131,NA,NA,"Raw_anova",16067
"3789",5,"exp_env_factor",3,2.76350591282768,0.921168637609226,2.92671318539954e+30,4.05971968929397e-238,"NoError_anova",16067
"3790",6,"gen_factor",3,12.8684384690656,4.28947948968855,1.36284233618231e+31,1.83642176261175e-243,"NoError_anova",16067
"3791",7,"exp_env_factor:gen_factor",9,14.3680556181067,1.59645062423408,5.07220165887505e+30,6.64517866457859e-242,"NoError_anova",16067
"3792",8,"Residuals",16,5.03592161858374e-30,3.14745101161484e-31,NA,NA,"NoError_anova",16067
"3793",1,"exp_env_factor",3,11.2492650879337,3.74975502931124,28.7294181500551,1.11876544703047e-06,"Raw_anova",16068
"3794",2,"gen_factor",3,27.7213448928731,9.24044829762438,70.7973456829199,1.87540646697996e-09,"Raw_anova",16068
"3795",3,"exp_env_factor:gen_factor",9,2.36567927063574,0.26285325229286,2.01389715813265,0.106299620491859,"Raw_anova",16068
"3796",4,"Residuals",16,2.08831519509436,0.130519699693398,NA,NA,"Raw_anova",16068
"3797",5,"exp_env_factor",3,5.42689779361478,1.80896593120493,2.25423387806066e+30,3.27752174963992e-237,"NoError_anova",16068
"3798",6,"gen_factor",3,24.0688511558464,8.02295038528214,9.99775963080535e+30,2.18935321031584e-242,"NoError_anova",16068
"3799",7,"exp_env_factor:gen_factor",9,0.504251050538803,0.0560278945043114,6.98188814556064e+28,5.15579523999056e-227,"NoError_anova",16068
"3800",8,"Residuals",16,1.28395971602464e-29,8.02474822515399e-31,NA,NA,"NoError_anova",16068
"3801",1,"exp_env_factor",3,3.50333376898943,1.16777792299648,4.27684249915254,0.021352872165577,"Raw_anova",16069
"3802",2,"gen_factor",3,26.6200437744269,8.87334792480896,32.4975414993391,4.87167807261278e-07,"Raw_anova",16069
"3803",3,"exp_env_factor:gen_factor",9,2.91087083085989,0.323430092317766,1.18452279075465,0.367239526493229,"Raw_anova",16069
"3804",4,"Residuals",16,4.36874791897198,0.273046744935749,NA,NA,"Raw_anova",16069
"3805",5,"exp_env_factor",3,9.03995676375594,3.01331892125198,2.7613461864411e+31,6.46502941463949e-246,"NoError_anova",16069
"3806",6,"gen_factor",3,20.0314907614455,6.67716358714851,6.11882136921479e+31,1.1122314295588e-248,"NoError_anova",16069
"3807",7,"exp_env_factor:gen_factor",9,0.92855247479853,0.103172497199837,9.45452469962937e+29,4.55996122718904e-236,"NoError_anova",16069
"3808",8,"Residuals",16,1.74599993933286e-30,1.09124996208304e-31,NA,NA,"NoError_anova",16069
"3809",1,"exp_env_factor",3,11.4564167968524,3.8188055989508,27.9156901770371,1.3548267238607e-06,"Raw_anova",16070
"3810",2,"gen_factor",3,14.6752407632727,4.8917469210909,35.7589534044799,2.5282775258159e-07,"Raw_anova",16070
"3811",3,"exp_env_factor:gen_factor",9,3.89515871159147,0.432795412399052,3.16375953934244,0.0215205060331045,"Raw_anova",16070
"3812",4,"Residuals",16,2.18876514231675,0.136797821394797,NA,NA,"Raw_anova",16070
"3813",5,"exp_env_factor",3,10.8110247454944,3.6036749151648,1.03289795558526e+31,1.68685603228622e-242,"NoError_anova",16070
"3814",6,"gen_factor",3,16.7158012171971,5.57193373906569,1.59704720964663e+31,5.16410812123269e-244,"NoError_anova",16070
"3815",7,"exp_env_factor:gen_factor",9,2.47317403730856,0.274797115256507,7.87633139034666e+29,1.96556274718877e-235,"NoError_anova",16070
"3816",8,"Residuals",16,5.58223572143349e-30,3.48889732589593e-31,NA,NA,"NoError_anova",16070
"3817",1,"exp_env_factor",3,8.56584289314848,2.85528096438283,21.4166734227442,7.56059632029845e-06,"Raw_anova",16071
"3818",2,"gen_factor",3,12.4929770951101,4.16432569837005,31.2354562021921,6.37510750827321e-07,"Raw_anova",16071
"3819",3,"exp_env_factor:gen_factor",9,16.1347513115316,1.79275014572573,13.4469233951147,6.87758268258536e-06,"Raw_anova",16071
"3820",4,"Residuals",16,2.13312751837589,0.133320469898493,NA,NA,"Raw_anova",16071
"3821",5,"exp_env_factor",3,7.58977347824524,2.52992449274841,1.47652251129314e+31,9.67423827440501e-244,"NoError_anova",16071
"3822",6,"gen_factor",3,8.12575928064896,2.70858642688299,1.58079375275391e+31,5.60448451699622e-244,"NoError_anova",16071
"3823",7,"exp_env_factor:gen_factor",9,14.2844672411058,1.58716302678953,9.26305091264222e+30,5.37089110846747e-244,"NoError_anova",16071
"3824",8,"Residuals",16,2.74149507199339e-30,1.71343441999587e-31,NA,NA,"NoError_anova",16071
"3825",1,"exp_env_factor",3,1.44823908858083,0.482746362860277,2.55926205573807,0.0914207643793688,"Raw_anova",16072
"3826",2,"gen_factor",3,15.7665987053508,5.2555329017836,27.8620140367805,1.3722672758373e-06,"Raw_anova",16072
"3827",3,"exp_env_factor:gen_factor",9,17.2795015936569,1.91994462151744,10.1785156699153,4.24998297533589e-05,"Raw_anova",16072
"3828",4,"Residuals",16,3.01803474499484,0.188627171562178,NA,NA,"Raw_anova",16072
"3829",5,"exp_env_factor",3,2.85467131352183,0.951557104507278,1.54664797760202e+30,6.67429713012163e-236,"NoError_anova",16072
"3830",6,"gen_factor",3,13.7626248642385,4.58754162141285,7.45652776624188e+30,2.28688457892971e-241,"NoError_anova",16072
"3831",7,"exp_env_factor:gen_factor",9,13.3827038222396,1.48696709135996,2.41689608928251e+30,2.500431285194e-239,"NoError_anova",16072
"3832",8,"Residuals",16,9.84381313175204e-30,6.15238320734502e-31,NA,NA,"NoError_anova",16072
"3833",1,"exp_env_factor",3,11.9564055394003,3.98546851313345,11.0112118442555,0.00036145852317725,"Raw_anova",16073
"3834",2,"gen_factor",3,7.26172757409334,2.42057585803111,6.68766381418873,0.00389799609285297,"Raw_anova",16073
"3835",3,"exp_env_factor:gen_factor",9,16.6440276663336,1.8493364073704,5.10942060782706,0.00232112229140795,"Raw_anova",16073
"3836",4,"Residuals",16,5.79114243845943,0.361946402403714,NA,NA,"Raw_anova",16073
"3837",5,"exp_env_factor",3,8.95662821061824,2.98554273687275,7.729173785571e+30,1.71582417776748e-241,"NoError_anova",16073
"3838",6,"gen_factor",3,7.94149034609993,2.64716344869998,6.85315473167372e+30,4.49172398483616e-241,"NoError_anova",16073
"3839",7,"exp_env_factor:gen_factor",9,13.1018814432818,1.45576460480909,3.76878129476669e+30,7.15272075057939e-241,"NoError_anova",16073
"3840",8,"Residuals",16,6.18030919153864e-30,3.86269324471165e-31,NA,NA,"NoError_anova",16073
"3841",1,"exp_env_factor",3,12.2860719980555,4.09535733268517,38.6277145137163,1.47980581977832e-07,"Raw_anova",16074
"3842",2,"gen_factor",3,18.2008308384113,6.06694361280378,57.2238627325208,8.95780749154343e-09,"Raw_anova",16074
"3843",3,"exp_env_factor:gen_factor",9,1.65771829257349,0.184190921397055,1.73730245001084,0.160571874395452,"Raw_anova",16074
"3844",4,"Residuals",16,1.69633948443145,0.106021217776966,NA,NA,"Raw_anova",16074
"3845",5,"exp_env_factor",3,13.5095347930883,4.50317826436278,1.38028594543306e+31,1.65876488951086e-243,"NoError_anova",16074
"3846",6,"gen_factor",3,16.345639567872,5.44854652262401,1.67005429203906e+31,3.61154176705749e-244,"NoError_anova",16074
"3847",7,"exp_env_factor:gen_factor",9,0.144825639039626,0.0160917376710695,4.93233845987128e+28,8.31104803098845e-226,"NoError_anova",16074
"3848",8,"Residuals",16,5.2199946299677e-30,3.26249664372982e-31,NA,NA,"NoError_anova",16074
"3849",1,"exp_env_factor",3,13.3403243907255,4.44677479690849,21.2529732412146,7.93586922267903e-06,"Raw_anova",16075
"3850",2,"gen_factor",3,7.48213602336199,2.49404534112066,11.9200727084413,0.000236963448445192,"Raw_anova",16075
"3851",3,"exp_env_factor:gen_factor",9,14.5853460007566,1.62059400008406,7.74548802035236,0.000228530648812869,"Raw_anova",16075
"3852",4,"Residuals",16,3.34769144735769,0.209230715459855,NA,NA,"Raw_anova",16075
"3853",5,"exp_env_factor",3,13.1688546372117,4.38961821240391,2.20801170786458e+31,3.86835556553939e-245,"NoError_anova",16075
"3854",6,"gen_factor",3,5.2330806521117,1.74436021737057,8.77426599835924e+30,6.22086807373593e-242,"NoError_anova",16075
"3855",7,"exp_env_factor:gen_factor",9,11.5980647106766,1.28867385674184,6.48212857160245e+30,9.33980112306695e-243,"NoError_anova",16075
"3856",8,"Residuals",16,3.18086589614996e-30,1.98804118509372e-31,NA,NA,"NoError_anova",16075
"3857",1,"exp_env_factor",3,5.42822819312436,1.80940939770812,5.83431095097376,0.00684721026547361,"Raw_anova",16076
"3858",2,"gen_factor",3,17.7573957785741,5.91913192619136,19.08581676484,1.55161530253056e-05,"Raw_anova",16076
"3859",3,"exp_env_factor:gen_factor",9,7.26445440318746,0.807161600354162,2.60263474375491,0.045671078464688,"Raw_anova",16076
"3860",4,"Residuals",16,4.96211988126858,0.310132492579286,NA,NA,"Raw_anova",16076
"3861",5,"exp_env_factor",3,3.98268866401199,1.327562888004,3.23524816093427e+30,1.82086005668602e-238,"NoError_anova",16076
"3862",6,"gen_factor",3,17.9969545039119,5.9989848346373,1.46194239302014e+31,1.04735830895644e-243,"NoError_anova",16076
"3863",7,"exp_env_factor:gen_factor",9,8.0203568320761,0.891150759119567,2.17171923123846e+30,5.88368398591469e-239,"NoError_anova",16076
"3864",8,"Residuals",16,6.56549518041609e-30,4.10343448776006e-31,NA,NA,"NoError_anova",16076
"3865",1,"exp_env_factor",3,9.18956168632855,3.06318722877618,10.4320735478807,0.000478745150003501,"Raw_anova",16077
"3866",2,"gen_factor",3,4.96289726592581,1.65429908864194,5.63392586675141,0.0078605402885631,"Raw_anova",16077
"3867",3,"exp_env_factor:gen_factor",9,18.8837451910804,2.09819391012004,7.14566611614944,0.00036700387928151,"Raw_anova",16077
"3868",4,"Residuals",16,4.6981067987558,0.293631674922237,NA,NA,"Raw_anova",16077
"3869",5,"exp_env_factor",3,8.83781743327167,2.94593914442389,4.55243766816278e+30,1.18463700801998e-239,"NoError_anova",16077
"3870",6,"gen_factor",3,5.07345881203552,1.69115293734517,2.61338335829741e+30,1.00441315294931e-237,"NoError_anova",16077
"3871",7,"exp_env_factor:gen_factor",9,16.0887237546928,1.78763597274365,2.7624811444883e+30,8.58389065668225e-240,"NoError_anova",16077
"3872",8,"Residuals",16,1.03537993810258e-29,6.47112461314111e-31,NA,NA,"NoError_anova",16077
"3873",1,"exp_env_factor",3,7.62376329630654,2.54125443210218,9.42910182358608,0.000798027990528918,"Raw_anova",16078
"3874",2,"gen_factor",3,1.92536975344968,0.641789917816561,2.38130523571281,0.107756420038358,"Raw_anova",16078
"3875",3,"exp_env_factor:gen_factor",9,15.6354112695216,1.73726791883573,6.44598033735684,0.000661499001793341,"Raw_anova",16078
"3876",4,"Residuals",16,4.31218918560485,0.269511824100303,NA,NA,"Raw_anova",16078
"3877",5,"exp_env_factor",3,7.62236591077282,2.54078863692427,1.45653092549852e+31,1.0788962413238e-243,"NoError_anova",16078
"3878",6,"gen_factor",3,6.81387242965478,2.27129080988493,1.302038767539e+31,2.64573314807937e-243,"NoError_anova",16078
"3879",7,"exp_env_factor:gen_factor",9,15.5637616595724,1.7293068510636,9.9134137788797e+30,3.12099365984465e-244,"NoError_anova",16078
"3880",8,"Residuals",16,2.79105767540598e-30,1.74441104712874e-31,NA,NA,"NoError_anova",16078
"3881",1,"exp_env_factor",3,1.79171300867234,0.597237669557446,2.04606249847806,0.147933444877585,"Raw_anova",16079
"3882",2,"gen_factor",3,5.02791826034346,1.67597275344782,5.74167567468007,0.0072962463563405,"Raw_anova",16079
"3883",3,"exp_env_factor:gen_factor",9,25.8226945583028,2.86918828425587,9.82948472396028,5.30131786369565e-05,"Raw_anova",16079
"3884",4,"Residuals",16,4.67033764610177,0.29189610288136,NA,NA,"Raw_anova",16079
"3885",5,"exp_env_factor",3,0.569559764183697,0.189853254727899,1.48949309475787e+29,9.02047501019262e-228,"NoError_anova",16079
"3886",6,"gen_factor",3,9.7134565110746,3.23781883702487,2.54022971938905e+30,1.26053067649427e-237,"NoError_anova",16079
"3887",7,"exp_env_factor:gen_factor",9,19.7169837247417,2.19077596941574,1.71877257689525e+30,3.82235860379557e-238,"NoError_anova",16079
"3888",8,"Residuals",16,2.03938647741109e-29,1.27461654838193e-30,NA,NA,"NoError_anova",16079
"3889",1,"exp_env_factor",3,4.36314669274718,1.45438223091573,4.94487185257944,0.0128654783175481,"Raw_anova",16080
"3890",2,"gen_factor",3,11.3753263691331,3.79177545637771,12.8919642491357,0.000154397274028074,"Raw_anova",16080
"3891",3,"exp_env_factor:gen_factor",9,23.5071192937311,2.6119021437479,8.88041748432176,9.98625459427415e-05,"Raw_anova",16080
"3892",4,"Residuals",16,4.70590874514028,0.294119296571268,NA,NA,"Raw_anova",16080
"3893",5,"exp_env_factor",3,3.55675662692262,1.18558554230754,2.56036271776142e+30,1.18338321166672e-237,"NoError_anova",16080
"3894",6,"gen_factor",3,7.52347483262557,2.50782494420852,5.41583990415938e+30,2.95264217259624e-240,"NoError_anova",16080
"3895",7,"exp_env_factor:gen_factor",9,18.9197685404518,2.10219650449464,4.53985424370187e+30,1.61340529847772e-241,"NoError_anova",16080
"3896",8,"Residuals",16,7.40885990306325e-30,4.63053743941453e-31,NA,NA,"NoError_anova",16080
"3897",1,"exp_env_factor",3,4.10631752293871,1.36877250764624,6.60719116895027,0.00410409108514994,"Raw_anova",16081
"3898",2,"gen_factor",3,10.7368781024442,3.57895936748139,17.275967039635,2.84508180086442e-05,"Raw_anova",16081
"3899",3,"exp_env_factor:gen_factor",9,17.0627151417554,1.89585723797282,9.15147778783555,8.29189432897846e-05,"Raw_anova",16081
"3900",4,"Residuals",16,3.31462486287032,0.207164053929395,NA,NA,"Raw_anova",16081
"3901",5,"exp_env_factor",3,6.08407556100999,2.02802518700333,7.83708907433762e+30,1.53567423590209e-241,"NoError_anova",16081
"3902",6,"gen_factor",3,8.35002176338637,2.78334058779546,1.07559256416357e+31,1.21998651911184e-242,"NoError_anova",16081
"3903",7,"exp_env_factor:gen_factor",9,15.5659026756036,1.72954474173374,6.68364292804876e+30,7.31093357229978e-243,"NoError_anova",16081
"3904",8,"Residuals",16,4.14036419444368e-30,2.5877276215273e-31,NA,NA,"NoError_anova",16081
"3905",1,"exp_env_factor",3,0.920710379985341,0.306903459995114,1.24866280283668,0.325136572382221,"Raw_anova",16082
"3906",2,"gen_factor",3,10.0799132785667,3.35997109285557,13.6703278689724,0.000111288827642137,"Raw_anova",16082
"3907",3,"exp_env_factor:gen_factor",9,19.1351178289901,2.12612420322112,8.6503169655215,0.000117333269802444,"Raw_anova",16082
"3908",4,"Residuals",16,3.93257118636543,0.245785699147839,NA,NA,"Raw_anova",16082
"3909",5,"exp_env_factor",3,1.08860587126433,0.362868623754777,6.47881922263584e+29,7.03996442580387e-233,"NoError_anova",16082
"3910",6,"gen_factor",3,7.752735866094,2.584245288698,4.61402748994285e+30,1.06388807196323e-239,"NoError_anova",16082
"3911",7,"exp_env_factor:gen_factor",9,21.1586582626417,2.35096202918241,4.19751309130745e+30,3.02094126560558e-241,"NoError_anova",16082
"3912",8,"Residuals",16,8.96135203123381e-30,5.60084501952113e-31,NA,NA,"NoError_anova",16082
"3913",1,"exp_env_factor",3,4.44854049834286,1.48284683278095,11.8870469069063,0.000240535884170743,"Raw_anova",16083
"3914",2,"gen_factor",3,14.3822683845746,4.79408946152488,38.4311886064296,1.53339311554682e-07,"Raw_anova",16083
"3915",3,"exp_env_factor:gen_factor",9,7.90431903944621,0.878257671049579,7.04043728679485,0.000399953651942834,"Raw_anova",16083
"3916",4,"Residuals",16,1.99591618593772,0.124744761621107,NA,NA,"Raw_anova",16083
"3917",5,"exp_env_factor",3,4.67415199546147,1.55805066515382,2.45443520320009e+30,1.65929953329371e-237,"NoError_anova",16083
"3918",6,"gen_factor",3,19.6788855912819,6.55962853042731,1.03335427692314e+31,1.68090601288808e-242,"NoError_anova",16083
"3919",7,"exp_env_factor:gen_factor",9,5.64696241325663,0.627440268139625,9.88421953451146e+29,3.19550641531886e-236,"NoError_anova",16083
"3920",8,"Residuals",16,1.01566383215002e-29,6.34789895093763e-31,NA,NA,"NoError_anova",16083
"3921",1,"exp_env_factor",3,4.79259102653529,1.59753034217843,23.1915476320583,4.55252027187786e-06,"Raw_anova",16084
"3922",2,"gen_factor",3,18.7904626095161,6.26348753650536,90.9278313597397,2.89041436589313e-10,"Raw_anova",16084
"3923",3,"exp_env_factor:gen_factor",9,13.6055555428715,1.51172839365239,21.9459500220301,2.28011779053889e-07,"Raw_anova",16084
"3924",4,"Residuals",16,1.10214660446041,0.0688841627787755,NA,NA,"Raw_anova",16084
"3925",5,"exp_env_factor",3,4.60128202659987,1.53376067553329,8.94463137553541e+29,5.33381297459201e-234,"NoError_anova",16084
"3926",6,"gen_factor",3,14.0070130145914,4.66900433819715,2.72288391286524e+30,7.23276496550565e-238,"NoError_anova",16084
"3927",7,"exp_env_factor:gen_factor",9,11.3917049588087,1.26574499542319,7.38160951711232e+29,3.30270828360904e-235,"NoError_anova",16084
"3928",8,"Residuals",16,2.74356424297739e-29,1.71472765186087e-30,NA,NA,"NoError_anova",16084
"3929",1,"exp_env_factor",3,12.4889449941232,4.16298166470773,15.1953649067392,6.07531092388477e-05,"Raw_anova",16085
"3930",2,"gen_factor",3,7.57084678292196,2.52361559430732,9.21148900676926,0.000895500779192347,"Raw_anova",16085
"3931",3,"exp_env_factor:gen_factor",9,17.6898121139322,1.96553467932581,7.17442907385544,0.000358535050286277,"Raw_anova",16085
"3932",4,"Residuals",16,4.38342264526881,0.273963915329301,NA,NA,"Raw_anova",16085
