"","row","n_pop","sample_size","std_dev","n_env","delta_env","delta_gen","interaction","replicate","env_scenario","seed","total_samples"
"4497",7212,2,2,0.5,2,0.027958583086729,0.0318422471173108,1.69021781114861,5,1,15437228,8
"4498",7213,2,2,0.5,2,0.0713744279928505,0.49384344369173,0.771654215175658,5,1,77968375,8
"4499",7214,2,2,0.5,2,0.490750041557476,-0.789473506156355,1.67456573899835,5,1,61362701,8
"4500",7215,2,2,0.5,2,0.359076884808019,-0.508804434910417,1.46511736419052,5,1,5258268,8
"4501",7216,2,2,0.5,2,0.678196480264887,-0.701055992860347,0.098608756903559,5,1,26870669,8
"4502",7217,2,2,0.5,2,0.762583500007167,0.37657142104581,1.9978436883539,5,1,43950123,8
"4503",7218,2,2,0.5,2,0.194991356926039,0.207844102289528,0.765100463759154,5,1,37043552,8
"4504",7219,2,2,0.5,2,0.4654333635699,-0.0570375518873334,1.00166551442817,5,1,60487659,8
"4505",7220,2,2,0.5,2,0.254773289896548,-0.814245484303683,1.04719370882958,5,1,26863764,8
"4506",7221,2,2,0.5,2,0.383098701247945,-0.660237770993263,0.952644765842706,5,1,76086312,8
"4507",7222,2,2,0.5,2,0.3617459514644,0.963433035649359,0.930028510745615,5,1,64773573,8
"4508",7223,2,2,0.5,2,0.416952655883506,0.960638561286032,1.79866075329483,5,1,86315079,8
"4509",7224,2,2,0.5,2,0.733739817049354,-0.686761811375618,1.91426542028785,5,1,99063081,8
"4510",7225,2,2,0.5,2,0.379766240948811,-0.163205135148019,0.0419322410598397,5,1,17094226,8
"4511",7226,2,2,0.5,2,0.868029910838231,0.372385931201279,0.06970787467435,5,1,57717841,8
"4512",7227,2,2,0.5,2,0.102848938666284,-0.201668195426464,0.343992729205638,5,1,52603500,8
"4513",7228,2,2,0.5,2,0.139566536759958,-0.866049075964838,1.66266554174945,5,1,74809388,8
"4514",7229,2,2,0.5,2,0.0699046719819307,0.0602272511459887,0.486923826858401,5,1,21269994,8
"4515",7230,2,2,0.5,2,0.910232296912,-0.677175574470311,0.366093325894326,5,1,65122156,8
"4516",7231,2,2,0.5,2,0.180876478785649,0.166774528566748,0.0129236769862473,5,1,62234529,8
"4517",7232,2,2,0.5,2,0.806064723525196,-0.221766178030521,1.99010523175821,5,1,96877789,8
"4518",7233,2,2,0.5,2,0.110838851425797,0.754782369360328,1.02581470087171,5,1,13659754,8
"4519",7234,2,2,0.5,2,0.769433160778135,0.711676210630685,0.618672369513661,5,1,80240465,8
"4520",7235,2,2,0.5,2,0.465465623885393,0.922369170933962,1.91331983357668,5,1,7847685,8
"4521",7236,2,2,0.5,2,0.793046722887084,0.230770209338516,1.8091643913649,5,1,22336252,8
"4522",7237,2,2,0.5,2,0.862783309072256,-0.61468741344288,1.09557293588296,5,1,18944738,8
"4523",7238,2,2,0.5,2,0.94121946580708,0.448835338000208,1.30468777706847,5,1,58013227,8
"4524",7239,2,2,0.5,2,0.136912100948393,0.168902687728405,1.60639142477885,5,1,15339288,8
"4525",7240,2,2,0.5,2,0.280821370659396,0.371985620819032,1.12855086615309,5,1,80577005,8
"4526",7241,2,2,0.5,2,0.674648473504931,-0.335150025784969,1.03779539326206,5,1,81540324,8
"4527",7242,2,2,0.5,2,0.388979585841298,0.509179355576634,0.68698336975649,5,1,83891618,8
"4528",7243,2,2,0.5,2,0.196791346650571,-0.423409094102681,1.42704347334802,5,1,12869010,8
"4529",7244,2,2,0.5,2,0.994813755620271,-0.849286057986319,0.204759903252125,5,1,94099455,8
"4530",7245,2,2,0.5,2,0.917806110111997,-0.100949356798083,1.6139006074518,5,1,84523599,8
"4531",7246,2,2,0.5,2,0.525002369424328,0.406445380300283,0.0631437180563807,5,1,15566885,8
"4532",7247,2,2,0.5,2,0.578810480423272,-0.430651064496487,1.39883192116395,5,1,77269489,8
"4533",7248,2,2,0.5,2,0.231697375420481,0.755441271234304,1.44627895904705,5,1,55589510,8
"4534",7249,2,2,0.5,2,0.187163956696168,-0.158074968028814,0.841180915478617,5,1,78590352,8
"4535",7250,2,2,0.5,2,0.899188453098759,-0.22147247614339,1.20642489520833,5,1,32119154,8
"4536",7251,4,2,0.5,4,0.326705049490556,0.410858559422195,2.75591359194368,5,1,50987010,32
"4537",7252,4,2,0.5,4,0.0417287675663829,0.25519212288782,1.81850976217771,5,1,45365522,32
"4538",7253,4,2,0.5,4,0.945667166262865,-0.642165715340525,0.123830751474015,5,1,60127278,32
"4539",7254,4,2,0.5,4,0.612972013885155,-0.00167713733389974,0.409536103848368,5,1,38959219,32
"4540",7255,4,2,0.5,4,0.611082365736365,-0.279072639998049,1.04104789099423,5,1,10583491,32
"4541",7256,4,2,0.5,4,0.295010323403403,-0.248732094187289,1.38360516153742,5,1,69506172,32
"4542",7257,4,2,0.5,4,0.562138620996848,0.307971347123384,1.6191996240383,5,1,17134059,32
"4543",7258,4,2,0.5,4,0.906566247809678,-0.938422652892768,1.76291386651341,5,1,61365321,32
"4544",7259,4,2,0.5,4,0.380765408743173,0.0213769362308085,0.57712163772434,5,1,14145339,32
"4545",7260,4,2,0.5,4,0.165757965762168,-0.776900466065854,3.37416690308601,5,1,4192066,32
"4546",7261,4,2,0.5,4,0.189637552713975,0.855114964768291,0.0203966169874184,5,1,88584410,32
"4547",7262,4,2,0.5,4,0.229979710886255,-0.889765460509807,0.384575791365933,5,1,9964050,32
"4548",7263,4,2,0.5,4,0.803065760526806,0.162473727017641,0.555945495429914,5,1,52949431,32
"4549",7264,4,2,0.5,4,0.397749703144655,0.945873767137527,3.15665559563786,5,1,16276721,32
"4550",7265,4,2,0.5,4,0.862089592963457,-0.105208006221801,1.21362947443966,5,1,44048585,32
"4551",7266,4,2,0.5,4,0.482228629291058,-0.413062124978751,1.65071100478061,5,1,21082477,32
"4552",7267,4,2,0.5,4,0.349424556596205,0.771764420904219,2.4103236394003,5,1,37953475,32
"4553",7268,4,2,0.5,4,0.660480943042785,-0.74246396869421,2.70101991295815,5,1,65649247,32
"4554",7269,4,2,0.5,4,0.103433706331998,0.0429735132493079,2.86839388450608,5,1,71966641,32
"4555",7270,4,2,0.5,4,0.0957855065353215,-0.495551214087754,0.555940607730299,5,1,66681757,32
"4556",7271,4,2,0.5,4,0.480456235352904,-0.246510319411755,3.01661958917975,5,1,57070660,32
"4557",7272,4,2,0.5,4,0.143579825991765,0.998740693554282,2.91564662288874,5,1,56258260,32
"4558",7273,4,2,0.5,4,0.0498997059185058,0.0197134269401431,2.52725708857179,5,1,35435601,32
"4559",7274,4,2,0.5,4,0.0126039313618094,-0.376907436642796,1.50912123344606,5,1,9462897,32
"4560",7275,4,2,0.5,4,0.649760625557974,-0.512850300874561,2.84641195461154,5,1,10532968,32
"4561",7276,4,2,0.5,4,0.748055894626305,0.651780477259308,1.61397980641574,5,1,99309868,32
"4562",7277,4,2,0.5,4,0.688368526753038,-0.883357871323824,1.27930122594582,5,1,15059864,32
"4563",7278,4,2,0.5,4,0.331058594863862,-0.994955393951386,1.00781803787919,5,1,49961318,32
"4564",7279,4,2,0.5,4,0.558317164657637,0.0459523620083928,1.55946238915436,5,1,73049079,32
"4565",7280,4,2,0.5,4,0.0417469800449908,-0.540813892148435,1.55217462933157,5,1,59390862,32
"4566",7281,4,2,0.5,4,0.667462078854442,0.628477326128632,1.5333151941048,5,1,29574573,32
"4567",7282,4,2,0.5,4,0.267044847598299,0.0288959764875472,0.187913105909247,5,1,93909806,32
"4568",7283,4,2,0.5,4,0.793181551853195,0.166226360481232,0.692632790997159,5,1,34189074,32
"4569",7284,4,2,0.5,4,0.273991528898478,0.194822094868869,1.8142008215189,5,1,41496,32
"4570",7285,4,2,0.5,4,0.0997563942801207,0.783830610569566,1.65952159277163,5,1,57979360,32
"4571",7286,4,2,0.5,4,0.238780714571476,-0.707962857093662,0.207237038009334,5,1,29377670,32
"4572",7287,4,2,0.5,4,0.719511405099183,-0.437841112259775,1.72814567793859,5,1,5612724,32
"4573",7288,4,2,0.5,4,0.0522838612087071,-0.329347689636052,1.22828497508774,5,1,82122204,32
"4574",7289,4,2,0.5,4,0.789991050492972,-0.492931965738535,2.79929473949596,5,1,86093196,32
"4575",7290,4,2,0.5,4,0.67865042341873,0.814275028649718,1.96374547479209,5,1,96764687,32
"4576",7291,4,2,0.5,4,0.681800125865266,0.638169778976589,2.05783530371264,5,1,31411307,32
"4577",7292,4,2,0.5,4,0.349067405099049,0.832802557386458,0.450768900895491,5,1,3323939,32
"4578",7293,4,2,0.5,4,0.504238676046953,-0.8107829997316,3.0920062516816,5,1,74322830,32
"4579",7294,4,2,0.5,4,0.37477704975754,0.662398626096547,2.78219184046611,5,1,51419477,32
"4580",7295,4,2,0.5,4,0.718577581690624,-0.122917973436415,0.91203642766457,5,1,25213763,32
"4581",7296,4,2,0.5,4,0.859275474911556,-0.425618138629943,1.20421201337362,5,1,86960757,32
"4582",7297,4,2,0.5,4,0.654253621120006,-0.933777245692909,0.661979626182001,5,1,16259779,32
"4583",7298,4,2,0.5,4,0.755038827424869,0.555272266734391,2.96481992583722,5,1,51608632,32
"4584",7299,4,2,0.5,4,0.687469320138916,-0.899553407449275,1.597938314192,5,1,73993703,32
"4585",7300,4,2,0.5,4,0.859525846783072,-0.490486140362918,1.89996282497887,5,1,85501020,32
"4586",7301,8,2,0.5,8,0.048929539276287,-0.219049680046737,1.58661146161845,5,1,88878292,128
"4587",7302,8,2,0.5,8,0.431263733888045,0.00293642282485962,0.48960286695743,5,1,99497395,128
"4588",7303,8,2,0.5,8,0.796533714979887,-0.74889075383544,4.9072074200958,5,1,91501280,128
"4589",7304,8,2,0.5,8,0.21755187609233,-0.130214902106673,5.76152142882347,5,1,43436521,128
"4590",7305,8,2,0.5,8,0.0852521993219852,0.448228266555816,0.799670953662135,5,1,77943625,128
"4591",7306,8,2,0.5,8,0.969098458532244,-0.553652795497328,1.80772617169423,5,1,91398100,128
"4592",7307,8,2,0.5,8,0.311306326184422,0.0125826173461974,5.14910487644374,5,1,66115910,128
"4593",7308,8,2,0.5,8,0.214548878837377,-0.209702509455383,1.89856612902135,5,1,69262386,128
"4594",7309,8,2,0.5,8,0.205954705830663,-0.511217856779695,0.971376384170726,5,1,55443919,128
"4595",7310,8,2,0.5,8,0.158439782913774,-0.0176753737032413,1.59959406517912,5,1,88902879,128
"4596",7311,8,2,0.5,8,0.121046714717522,-0.413102342281491,0.977743855810259,5,1,4291074,128
"4597",7312,8,2,0.5,8,0.108150633750483,-0.126914083957672,1.40368606204167,5,1,11772998,128
"4598",7313,8,2,0.5,8,0.738433708902448,0.280762257985771,2.61254031537101,5,1,63978245,128
"4599",7314,8,2,0.5,8,0.24281430663541,-0.834240795113146,1.35467605920741,5,1,94938692,128
"4600",7315,8,2,0.5,8,0.868202902143821,-0.755402829032391,1.86695193747059,5,1,55737893,128
"4601",7316,8,2,0.5,8,0.99476724723354,-0.260952152777463,0.135383530769032,5,1,7475818,128
"4602",7317,8,2,0.5,8,0.789306275779381,0.511076014488935,0.442325216098689,5,1,5165810,128
"4603",7318,8,2,0.5,8,0.329283226514235,-0.231432821135968,1.71403580145212,5,1,2934496,128
"4604",7319,8,2,0.5,8,0.419119593454525,-0.121937884017825,1.52075585217215,5,1,43506230,128
"4605",7320,8,2,0.5,8,0.530820629326627,-0.884849161840975,5.70231593539938,5,1,31277851,128
"4606",7321,8,2,0.5,8,0.80137787386775,0.564290496055037,0.801487497873604,5,1,70624289,128
"4607",7322,8,2,0.5,8,0.651040138909593,0.531785335857421,1.98615245929686,5,1,75458531,128
"4608",7323,8,2,0.5,8,0.705030341865495,-0.421333047095686,6.09674158412963,5,1,21136215,128
"4609",7324,8,2,0.5,8,0.546759916236624,0.482980867382139,0.276733907682356,5,1,2468377,128
"4610",7325,8,2,0.5,8,0.918991941260174,-0.385867280885577,0.943179644483607,5,1,73439393,128
"4611",7326,8,2,0.5,8,0.393147681141272,0.0210048458538949,1.82636632949114,5,1,90998628,128
"4612",7327,8,2,0.5,8,0.795273709343746,-0.0520368609577417,1.8049297509715,5,1,38813462,128
"4613",7328,8,2,0.5,8,0.999980649678037,0.801071293652058,1.69453161753248,5,1,86239074,128
"4614",7329,8,2,0.5,8,0.707045202609152,0.035322439391166,7.95001072483137,5,1,58113483,128
"4615",7330,8,2,0.5,8,0.88239307818003,-0.92144464654848,4.68273324146867,5,1,57048823,128
"4616",7331,8,2,0.5,8,0.1558322890196,-0.378942090086639,0.819183997898363,5,1,78123564,128
"4617",7332,8,2,0.5,8,0.0712759101297706,-0.118999398313463,1.50003398423549,5,1,76435337,128
"4618",7333,8,2,0.5,8,0.0388280793558806,0.69886461738497,0.220891938188579,5,1,95870240,128
"4619",7334,8,2,0.5,8,0.0239971410483122,0.224974772892892,1.57058965733973,5,1,95444151,128
"4620",7335,8,2,0.5,8,0.432384894927964,-0.760152869857848,3.64907447248697,5,1,92655,128
"4621",7336,8,2,0.5,8,0.99168846081011,-0.320210647769272,7.51994289224967,5,1,10196599,128
"4622",7337,8,2,0.5,8,0.783488598419353,0.944975089747459,1.34857658955734,5,1,58545798,128
"4623",7338,8,2,0.5,8,0.51615765504539,0.178522894158959,0.686452184328809,5,1,7906754,128
"4624",7339,8,2,0.5,8,0.332544639473781,-0.740913921035826,0.209920177061576,5,1,64279844,128
"4625",7340,8,2,0.5,8,0.760836692061275,0.825495526194572,6.56239939806983,5,1,18116256,128
"4626",7341,8,2,0.5,8,0.262116722064093,0.457641361281276,1.79059581453213,5,1,21874608,128
"4627",7342,8,2,0.5,8,0.354418815579265,0.824099156539887,6.89343733293936,5,1,58865358,128
"4628",7343,8,2,0.5,8,0.0619694907218218,-0.708937940653414,2.25665739830583,5,1,930463,128
"4629",7344,8,2,0.5,8,0.183693073457107,-0.623337509576231,3.89091327786446,5,1,89507571,128
"4630",7345,8,2,0.5,8,0.589859645115212,0.5774288889952,1.17671221591299,5,1,90892417,128
"4631",7346,8,2,0.5,8,0.0294306366704404,0.710835573263466,0.398572372281924,5,1,62941288,128
"4632",7347,8,2,0.5,8,0.208340581040829,-0.6938113020733,1.11123466579244,5,1,77327134,128
"4633",7348,8,2,0.5,8,0.898354497971013,-0.555730334483087,6.21206634724513,5,1,64596094,128
"4634",7349,8,2,0.5,8,0.884071020875126,-0.727911818306893,0.960001866216771,5,1,17257611,128
"4635",7350,8,2,0.5,8,0.519862287677824,-0.406990604940802,1.21880145802861,5,1,23653571,128
"4636",7401,2,4,0.5,2,0.202642993070185,-0.784382882062346,1.41441458975896,5,1,6201272,16
"4637",7402,2,4,0.5,2,0.0744564873166382,0.0339418738149107,1.01651997072622,5,1,77880732,16
"4638",7403,2,4,0.5,2,0.696618942078203,0.94340756861493,0.169838774483651,5,1,41060332,16
"4639",7404,2,4,0.5,2,0.403756888816133,0.246976799797267,0.945570658892393,5,1,303280,16
"4640",7405,2,4,0.5,2,0.872541930526495,-0.985807290766388,1.38549011619762,5,1,30500729,16
"4641",7406,2,4,0.5,2,0.550916203297675,0.148251200094819,0.386495383456349,5,1,43410476,16
"4642",7407,2,4,0.5,2,0.753701920853928,-0.441645197104663,1.38613864919171,5,1,70653088,16
"4643",7408,2,4,0.5,2,0.48768361331895,-0.155897632241249,1.63204115256667,5,1,87076889,16
"4644",7409,2,4,0.5,2,0.301733490778133,-0.464577042963356,0.467212022282183,5,1,97313444,16
"4645",7410,2,4,0.5,2,0.688791427761316,-0.850582263432443,1.47751986375079,5,1,12369889,16
"4646",7411,2,4,0.5,2,0.401622965699062,0.182231450919062,1.4737817668356,5,1,59303697,16
"4647",7412,2,4,0.5,2,0.766420533880591,0.111215050332248,0.0323375784792006,5,1,39023004,16
"4648",7413,2,4,0.5,2,0.720158379524946,-0.128274508286268,0.942696019541472,5,1,87115923,16
"4649",7414,2,4,0.5,2,0.425384756410494,0.744629048276693,1.48586841532961,5,1,56602549,16
"4650",7415,2,4,0.5,2,0.859785349806771,0.345906761009246,1.52257902221754,5,1,46779314,16
"4651",7416,2,4,0.5,2,0.307950023794547,0.680908054579049,1.67350959219038,5,1,88458318,16
"4652",7417,2,4,0.5,2,0.16957249562256,0.828945524990559,0.295359644573182,5,1,89225995,16
"4653",7418,2,4,0.5,2,0.943967195460573,-0.419777121394873,1.99027512501925,5,1,22356059,16
"4654",7419,2,4,0.5,2,0.138130098814145,0.745425015222281,0.195484867319465,5,1,17963603,16
"4655",7420,2,4,0.5,2,0.726403299253434,-0.897311237640679,0.331863895058632,5,1,15796501,16
"4656",7421,2,4,0.5,2,0.575329801766202,0.904577328823507,0.097582645714283,5,1,74411314,16
"4657",7422,2,4,0.5,2,0.305029920535162,0.725574821699411,1.96782429143786,5,1,58571650,16
"4658",7423,2,4,0.5,2,0.588844639714807,-0.194898936431855,0.644773872103542,5,1,9346361,16
"4659",7424,2,4,0.5,2,0.711438888683915,-0.986027198843658,0.975063241552562,5,1,41982015,16
"4660",7425,2,4,0.5,2,0.957787772407755,0.678614572621882,0.82582341413945,5,1,29281617,16
"4661",7426,2,4,0.5,2,0.446748589165509,-0.501405489165336,1.11382549116388,5,1,38853546,16
"4662",7427,2,4,0.5,2,0.0409521055407822,0.973265029955655,1.24707459053025,5,1,22128080,16
"4663",7428,2,4,0.5,2,0.470365146175027,-0.551525914110243,0.677739008329809,5,1,58488193,16
"4664",7429,2,4,0.5,2,0.719059142051265,-0.994043251965195,0.285702361725271,5,1,11278535,16
"4665",7430,2,4,0.5,2,0.381184010300785,-0.686140703968704,0.216475554276258,5,1,58691640,16
"4666",7431,2,4,0.5,2,0.981720474315807,0.93812935333699,1.45309796789661,5,1,33213964,16
"4667",7432,2,4,0.5,2,0.0831809230148792,-0.375330933369696,1.77588392328471,5,1,48226781,16
"4668",7433,2,4,0.5,2,0.215454704361036,0.518275448586792,1.37247572280467,5,1,24222359,16
"4669",7434,2,4,0.5,2,0.218702910933644,-0.368476525880396,0.288859727326781,5,1,37968148,16
"4670",7435,2,4,0.5,2,0.420115691842511,0.77058847527951,1.9056503623724,5,1,94953348,16
"4671",7436,2,4,0.5,2,0.138365556718782,-0.337220885790884,0.818543975241482,5,1,364456,16
"4672",7437,2,4,0.5,2,0.123431279556826,-0.0269978595897555,0.352814447134733,5,1,59702819,16
"4673",7438,2,4,0.5,2,0.54746000492014,0.969617330934852,0.662147291470319,5,1,90889635,16
"4674",7439,2,4,0.5,2,0.0362880334723741,0.137090681586415,0.644775695633143,5,1,57792004,16
"4675",7440,2,4,0.5,2,0.101763429818675,-0.531034796498716,1.30707028787583,5,1,28502254,16
"4676",7441,2,4,0.5,2,0.794185131322592,-0.521873157005757,0.114949449896812,5,1,43125442,16
"4677",7442,2,4,0.5,2,0.837187803117558,0.133856549859047,1.34204725548625,5,1,52190381,16
"4678",7443,2,4,0.5,2,0.488413519226015,-0.285309484694153,1.51124576060101,5,1,80938593,16
"4679",7444,2,4,0.5,2,0.842193425400183,-0.168248112779111,0.716331916861236,5,1,65118468,16
"4680",7445,2,4,0.5,2,0.773448581807315,-0.87208259711042,1.13744706334546,5,1,47679345,16
"4681",7446,2,4,0.5,2,0.469921616837382,0.14744103141129,0.404036100488156,5,1,2309126,16
"4682",7447,2,4,0.5,2,0.292619938962162,-0.337114421185106,1.102882983163,5,1,58104484,16
"4683",7448,2,4,0.5,2,0.0079262051731348,-0.881347342394292,0.244575244374573,5,1,77179317,16
"4684",7449,2,4,0.5,2,0.522471398580819,0.522690574172884,1.10892228363082,5,1,14843332,16
"4685",7450,2,4,0.5,2,0.719055503141135,-0.61391286412254,1.99604295566678,5,1,88228345,16
"4686",7451,4,4,0.5,4,0.119324300205335,-0.680535626597703,2.82510772999376,5,1,18585663,64
"4687",7452,4,4,0.5,4,0.424487207084894,0.512483716011047,0.105221474820282,5,1,63337673,64
"4688",7453,4,4,0.5,4,0.160096286330372,0.394632993731648,1.81442847739905,5,1,22071268,64
"4689",7454,4,4,0.5,4,0.0884748743847013,-0.163261647801846,3.47826900659129,5,1,65883917,64
"4690",7455,4,4,0.5,4,0.716378296958283,-0.732391800265759,2.34862828347832,5,1,66557121,64
"4691",7456,4,4,0.5,4,0.0384419953916222,0.286999962292612,1.93263104948448,5,1,53532241,64
"4692",7457,4,4,0.5,4,0.265193111728877,-0.457112262025476,2.02644501859322,5,1,81664409,64
"4693",7458,4,4,0.5,4,0.88611171557568,0.974661968182772,0.958741800668649,5,1,37724808,64
"4694",7459,4,4,0.5,4,0.113065860234201,0.00234108278527856,2.81606059521437,5,1,84783480,64
"4695",7460,4,4,0.5,4,0.207738244906068,0.615093682892621,2.07237974088639,5,1,19400219,64
"4696",7461,4,4,0.5,4,0.777288244105875,0.440757569856942,1.66171391995391,5,1,76007489,64
"4697",7462,4,4,0.5,4,0.92796369898133,-0.220739694777876,0.552201665791217,5,1,96990239,64
"4698",7463,4,4,0.5,4,0.280915928073227,-0.414465315639973,0.0236813966953196,5,1,60443397,64
"4699",7464,4,4,0.5,4,0.43507957062684,-0.867397227324545,0.0417751134745777,5,1,71707995,64
"4700",7465,4,4,0.5,4,0.808306796243414,0.529891716782004,0.791183719735127,5,1,23959891,64
"4701",7466,4,4,0.5,4,0.219618696020916,0.679401339963078,1.53170723962132,5,1,58419573,64
"4702",7467,4,4,0.5,4,0.719839346362278,0.812284559011459,1.86878637282178,5,1,46671652,64
"4703",7468,4,4,0.5,4,0.542143223108724,0.35489268694073,0.340516384672374,5,1,38699729,64
"4704",7469,4,4,0.5,4,0.707652701763436,-0.149152453523129,0.600744369977619,5,1,44385559,64
"4705",7470,4,4,0.5,4,0.580690614879131,0.475973653141409,1.89861555831041,5,1,19852432,64
"4706",7471,4,4,0.5,4,0.0972094307653606,0.649710627272725,1.94341689871624,5,1,97329199,64
"4707",7472,4,4,0.5,4,0.15707858139649,-0.471138760447502,0.982784028116148,5,1,2494799,64
"4708",7473,4,4,0.5,4,0.54005532944575,-0.177496420219541,0.979408361010719,5,1,26859008,64
"4709",7474,4,4,0.5,4,0.316931029548869,0.481967955827713,1.52665583473397,5,1,62408297,64
"4710",7475,4,4,0.5,4,0.197210354264826,-0.967469986062497,2.16618088679388,5,1,52337704,64
"4711",7476,4,4,0.5,4,0.16313028591685,-0.851899771485478,3.59650086425245,5,1,52887763,64
"4712",7477,4,4,0.5,4,0.556628909194842,-0.470652022399008,2.81899872189388,5,1,51957573,64
"4713",7478,4,4,0.5,4,0.693617350654677,-0.361801012419164,1.43482514315052,5,1,79714608,64
"4714",7479,4,4,0.5,4,0.36654489650391,-0.117681296076626,2.90057391813025,5,1,41103720,64
"4715",7480,4,4,0.5,4,0.638741929084063,0.869860017672181,1.16411225496791,5,1,57044920,64
"4716",7481,4,4,0.5,4,0.795528256567195,0.59443887649104,1.29319781589787,5,1,56881768,64
"4717",7482,4,4,0.5,4,0.416810429422185,-0.678343988955021,1.97716169593623,5,1,8620603,64
"4718",7483,4,4,0.5,4,0.671251198975369,0.671394281089306,1.78340841680299,5,1,46358690,64
"4719",7484,4,4,0.5,4,0.168004672974348,-0.633193581365049,0.618879080605693,5,1,56510454,64
"4720",7485,4,4,0.5,4,0.552300396608189,0.849580226000398,1.64993950208416,5,1,81976402,64
"4721",7486,4,4,0.5,4,0.720098071265966,-0.631579583045095,0.163155824549031,5,1,85634431,64
"4722",7487,4,4,0.5,4,0.921576268505305,-0.800830711610615,0.747669939056504,5,1,46302541,64
"4723",7488,4,4,0.5,4,0.6809676757548,0.324870392680168,3.17097189370543,5,1,38241675,64
"4724",7489,4,4,0.5,4,0.360493761021644,-0.711149687878788,0.219996774699539,5,1,12571167,64
"4725",7490,4,4,0.5,4,0.730124143883586,-0.287411204539239,0.814526944977697,5,1,44932411,64
"4726",7491,4,4,0.5,4,0.534044311847538,-0.152214169036597,0.923462488169316,5,1,73464850,64
"4727",7492,4,4,0.5,4,0.198674647137523,0.556371999904513,1.92677115124883,5,1,82418735,64
"4728",7493,4,4,0.5,4,0.705684601096436,0.913765970617533,2.92976662795991,5,1,75782973,64
"4729",7494,4,4,0.5,4,0.20752148819156,-0.728171766735613,2.33118248917162,5,1,35075697,64
"4730",7495,4,4,0.5,4,0.349737087730318,-0.44020154280588,0.995939569321927,5,1,79045333,64
"4731",7496,4,4,0.5,4,0.756885660346597,0.809011918026954,2.50972635904327,5,1,18935129,64
"4732",7497,4,4,0.5,4,0.872327078832313,-0.0027448576875031,2.01889479439706,5,1,46392911,64
"4733",7498,4,4,0.5,4,0.148489881306887,-0.360727938823402,1.09067227104446,5,1,87012142,64
"4734",7499,4,4,0.5,4,0.591963103739545,-0.0201733866706491,0.799341635112651,5,1,92382110,64
"4735",7500,4,4,0.5,4,0.0335324730258435,0.00319711770862341,1.97066307465313,5,1,26379222,64
"4736",7501,8,4,0.5,8,0.814049276290461,-0.785736620891839,2.24006831273437,5,1,27501913,256
"4737",7502,8,4,0.5,8,0.374383071670309,0.950967262964696,7.62413302063942,5,1,44344922,256
"4738",7503,8,4,0.5,8,0.198972357204184,-0.112804509233683,7.84179932670668,5,1,59892790,256
"4739",7504,8,4,0.5,8,0.176251652184874,0.694121122360229,0.783238636362366,5,1,48902912,256
"4740",7505,8,4,0.5,8,0.755377563647926,0.159540755674243,0.582724204529077,5,1,63542382,256
"4741",7506,8,4,0.5,8,0.515466363867745,-0.766425002831966,0.739890301234554,5,1,27932960,256
"4742",7507,8,4,0.5,8,0.32297915359959,0.353210218250751,0.638548938962631,5,1,47276772,256
"4743",7508,8,4,0.5,8,0.668613620102406,0.47376968478784,6.07870886940509,5,1,78800949,256
"4744",7509,8,4,0.5,8,0.803587613860145,0.0686973035335541,0.904231109148823,5,1,92070463,256
"4745",7510,8,4,0.5,8,0.383326983777806,-0.135328867472708,1.06394074453274,5,1,29327786,256
"4746",7511,8,4,0.5,8,0.131303663598374,-0.67046657204628,4.7530091907829,5,1,57245392,256
"4747",7512,8,4,0.5,8,0.0346649324055761,-0.772792175877839,0.98868630324956,5,1,9730227,256
"4748",7513,8,4,0.5,8,0.407413440290838,0.272100906353444,7.24878131737933,5,1,29147068,256
"4749",7514,8,4,0.5,8,0.98222341411747,-0.921537047252059,1.25494125956669,5,1,95395092,256
"4750",7515,8,4,0.5,8,0.0530450621154159,-0.264208862558007,1.61978793089744,5,1,11056041,256
"4751",7516,8,4,0.5,8,0.718714978313074,0.631590453907847,6.48464352777228,5,1,5117225,256
"4752",7517,8,4,0.5,8,0.619407243561,-0.802610456943512,1.75917509461753,5,1,64689602,256
"4753",7518,8,4,0.5,8,0.547622357262298,0.30017846589908,0.547991306174081,5,1,78085355,256
"4754",7519,8,4,0.5,8,0.44741701008752,0.884395437780768,1.77754627325572,5,1,558304,256
"4755",7520,8,4,0.5,8,0.396336790872738,-0.923450644593686,0.352964934885968,5,1,17915841,256
"4756",7521,8,4,0.5,8,0.299458226887509,-0.442241236567497,2.83317159395665,5,1,41233009,256
"4757",7522,8,4,0.5,8,0.0391751970164478,0.037118336185813,0.601395055819303,5,1,95396021,256
"4758",7523,8,4,0.5,8,0.157254072837532,-0.209884498734027,0.673102472780738,5,1,3496199,256
"4759",7524,8,4,0.5,8,0.501208484172821,0.0709140780381858,1.37489658695878,5,1,22032438,256
"4760",7525,8,4,0.5,8,0.0814008763991296,0.831953394692391,5.29403345007449,5,1,11119677,256
"4761",7526,8,4,0.5,8,0.347038336796686,-0.546254245564342,0.232518936940469,5,1,86685654,256
"4762",7527,8,4,0.5,8,0.142334224656224,-0.0686057321727276,1.2349092249386,5,1,54296046,256
"4763",7528,8,4,0.5,8,0.787581644020975,0.202899598982185,1.24799937966745,5,1,22675309,256
"4764",7529,8,4,0.5,8,0.312452745623887,-0.0172893921844661,2.24787709629163,5,1,35930367,256
"4765",7530,8,4,0.5,8,0.482524461345747,-0.23614564538002,7.00321793090552,5,1,14672106,256
