"","row","n_pop","sample_size","std_dev","n_env","delta_env","delta_gen","interaction","errpop","replicate","env_scenario","seed","total_samples"
"5242",8292,4,4,0.5,4,0.122971831122413,-0.204047908540815,0.28060459557455,0,6,1,56390450,64
"5243",8293,4,4,0.5,4,0.878176878904924,0.439811420626938,1.63932901002234,0,6,1,74571228,64
"5244",8294,4,4,0.5,4,0.15489331074059,-0.165648862253875,1.7963193325582,0,6,1,83974463,64
"5245",8295,4,4,0.5,4,0.223677867092192,-0.0315070440992713,0.508670868282206,0,6,1,4915425,64
"5246",8296,4,4,0.5,4,0.612999397562817,-0.0450123022310436,1.51269585110014,0,6,1,17679708,64
"5247",8297,4,4,0.5,4,0.0490112234838307,0.29898379649967,1.47690105332294,0,6,1,71798008,64
"5248",8298,4,4,0.5,4,0.91724101267755,0.328406137879938,1.98373274635756,0,6,1,76036062,64
"5249",8299,4,4,0.5,4,0.63751039467752,0.435014398768544,3.75703249173239,0,6,1,65145932,64
"5250",8300,4,4,0.5,4,0.833884689956903,0.482076738029718,1.70402803146513,0,6,1,43459151,64
"5251",8301,8,4,0.5,8,0.966720013646409,-0.414945824537426,1.95785102905938,0,6,1,65535457,256
"5252",8302,8,4,0.5,8,0.870245702331886,-0.231584439054132,7.25745818251744,0,6,1,84579669,256
"5253",8303,8,4,0.5,8,0.837754207197577,0.0795655688270926,0.385046260601375,0,6,1,74832186,256
"5254",8304,8,4,0.5,8,0.811617652652785,0.726946972310543,0.0698227109084837,0,6,1,7159567,256
"5255",8305,8,4,0.5,8,0.0541549273766577,-0.0575544903986156,1.19485006515868,0,6,1,74762830,256
"5256",8306,8,4,0.5,8,0.0387580501846969,0.868766288273036,1.67942160669016,0,6,1,9445609,256
"5257",8307,8,4,0.5,8,0.15243861800991,-0.606213455554098,0.152364441731479,0,6,1,51037542,256
"5258",8308,8,4,0.5,8,0.406653352780268,0.87060528062284,1.38631866696989,0,6,1,22311485,256
"5259",8309,8,4,0.5,8,0.4766973212827,-0.512863679789007,0.0553044073260389,0,6,1,88239349,256
"5260",8310,8,4,0.5,8,0.370579601963982,-0.50448202341795,0.265112671866082,0,6,1,13689504,256
"5261",8311,8,4,0.5,8,0.968412279617041,0.540259730070829,1.60381748012966,0,6,1,92485796,256
"5262",8312,8,4,0.5,8,0.150617626029998,-0.167908580973744,1.33205518815201,0,6,1,89834597,256
"5263",8313,8,4,0.5,8,0.601386436494067,0.743373830802739,0.0162233518087305,0,6,1,4058365,256
"5264",8314,8,4,0.5,8,0.816914985189214,0.0415155095979571,0.821020386661403,0,6,1,4157955,256
"5265",8315,8,4,0.5,8,0.351964618312195,-0.81016967445612,1.80804713079007,0,6,1,27018037,256
"5266",8316,8,4,0.5,8,0.1036241883412,0.0222698682919145,0.641289452074561,0,6,1,35802644,256
"5267",8317,8,4,0.5,8,0.625788612524047,-0.775898361578584,1.52838471171213,0,6,1,52188730,256
"5268",8318,8,4,0.5,8,0.447400933597237,-0.33196141012013,1.45281519195531,0,6,1,52291428,256
"5269",8319,8,4,0.5,8,0.55382384150289,0.750487191136926,1.70854827466654,0,6,1,50877093,256
"5270",8320,8,4,0.5,8,0.700090331723914,0.345574601087719,0.520990338560659,0,6,1,2354978,256
"5271",8321,8,4,0.5,8,0.648194609209895,0.323664861731231,1.87455833416432,0,6,1,40996695,256
"5272",8322,8,4,0.5,8,0.069423990091309,0.178680183831602,0.577191483781207,0,6,1,93842287,256
"5273",8323,8,4,0.5,8,0.885378564940766,-0.363589748274535,5.31203848635778,0,6,1,19311985,256
"5274",8324,8,4,0.5,8,0.762580544920638,-0.255951934028417,2.28870165301487,0,6,1,116378,256
"5275",8325,8,4,0.5,8,0.0770207280293107,-0.713513422757387,0.412913636795711,0,6,1,63088256,256
"5276",8326,8,4,0.5,8,0.819711032090709,-0.737008405383676,5.2310292921029,0,6,1,59720572,256
"5277",8327,8,4,0.5,8,0.236906789010391,0.0563234998844564,1.51805541597307,0,6,1,16943657,256
"5278",8328,8,4,0.5,8,0.183201556326821,-0.185616468545049,1.7352976181847,0,6,1,16842200,256
"5279",8329,8,4,0.5,8,0.0994726051576436,-0.276227210182697,2.15590542461723,0,6,1,15201123,256
"5280",8330,8,4,0.5,8,0.0492826013360173,0.481287344358861,0.460549782281741,0,6,1,42781170,256
"5281",8331,8,4,0.5,8,0.159494036342949,0.212764064781368,1.77760678639635,0,6,1,28103171,256
"5282",8332,8,4,0.5,8,0.988152272533625,-0.0161622078157961,4.08371768007055,0,6,1,6629528,256
"5283",8333,8,4,0.5,8,0.968379033496603,0.0550227318890393,1.41511255159276,0,6,1,54748992,256
"5284",8334,8,4,0.5,8,0.167890274664387,-0.249157247133553,1.7285449880315,0,6,1,66473159,256
"5285",8335,8,4,0.5,8,0.610618794104084,0.373142948839813,0.466233317451552,0,6,1,80968913,256
"5286",8336,8,4,0.5,8,0.8252484400291,-0.501766985282302,1.46040863756556,0,6,1,1418328,256
"5287",8337,8,4,0.5,8,0.468290486140177,-0.513658785261214,3.32315026409924,0,6,1,94715196,256
"5288",8338,8,4,0.5,8,0.47912683011964,0.56975421635434,0.268256138258148,0,6,1,79199838,256
"5289",8339,8,4,0.5,8,0.117227860027924,-0.29417288582772,1.15622537641088,0,6,1,31329374,256
"5290",8340,8,4,0.5,8,0.945221562404186,0.836061482783407,1.18955683705863,0,6,1,56756240,256
"5291",8341,8,4,0.5,8,0.718903017695993,-0.24764927662909,1.61935645252233,0,6,1,39912502,256
"5292",8342,8,4,0.5,8,0.262634529266506,-0.211377670522779,0.789712927567307,0,6,1,84564836,256
"5293",8343,8,4,0.5,8,0.2631235786248,-0.117472711950541,1.48284208579687,0,6,1,41397255,256
"5294",8344,8,4,0.5,8,0.846333132358268,0.563746237196028,1.91526572921779,0,6,1,4949346,256
"5295",8345,8,4,0.5,8,0.17100279731676,0.768290319014341,7.86221407633275,0,6,1,24048165,256
"5296",8346,8,4,0.5,8,0.841678961180151,0.425326372962445,0.0809992698463611,0,6,1,11537084,256
"5297",8347,8,4,0.5,8,0.955158641794696,0.179244943894446,7.80730327451602,0,6,1,90483761,256
"5298",8348,8,4,0.5,8,0.808549913577735,-0.477940195705742,0.900668599775527,0,6,1,58050047,256
"5299",8349,8,4,0.5,8,0.258565461263061,-0.673950936645269,1.6315451943269,0,6,1,26126235,256
"5300",8350,8,4,0.5,8,0.153427195735276,0.731475915759802,7.78510617883876,0,6,1,4127728,256
"5301",8401,2,8,0.5,2,0.950267586158589,0.188647135626525,1.94349491642788,0,6,1,63735259,32
"5302",8402,2,8,0.5,2,0.013711393577978,0.235745358746499,0.571720393840224,0,6,1,93325037,32
"5303",8403,2,8,0.5,2,0.909648933447897,-0.264301189221442,0.648549914360046,0,6,1,67807394,32
"5304",8404,2,8,0.5,2,0.300979764200747,-0.815956442151219,1.73642024910077,0,6,1,59110634,32
"5305",8405,2,8,0.5,2,0.888455930631608,0.107046313583851,0.573106037452817,0,6,1,49022956,32
"5306",8406,2,8,0.5,2,0.473314707167447,-0.420613580849022,0.996986721642315,0,6,1,51605243,32
"5307",8407,2,8,0.5,2,0.671812054468319,0.705571740865707,0.863832357805222,0,6,1,38167661,32
"5308",8408,2,8,0.5,2,0.917624952271581,0.427931742742658,1.0137559431605,0,6,1,54184162,32
"5309",8409,2,8,0.5,2,0.811608261195943,-0.519808614160866,1.3096210048534,0,6,1,82489686,32
"5310",8410,2,8,0.5,2,0.731126866303384,0.117012001108378,1.36412088526413,0,6,1,2437973,32
"5311",8411,2,8,0.5,2,0.24390799482353,-0.290265467949212,0.12608830165118,0,6,1,14826952,32
"5312",8412,2,8,0.5,2,0.396049994975328,-0.804404103197157,1.4802610729821,0,6,1,9643963,32
"5313",8413,2,8,0.5,2,0.903037321055308,-0.233615327160805,0.534807792399079,0,6,1,99916417,32
"5314",8414,2,8,0.5,2,0.407073469134048,-0.890299145597965,1.2317192251794,0,6,1,34570477,32
"5315",8415,2,8,0.5,2,0.664117756998166,-0.0126937096938491,0.00173630425706506,0,6,1,71744097,32
"5316",8416,2,8,0.5,2,0.656488712644204,0.329427962657064,1.45088484510779,0,6,1,56830568,32
"5317",8417,2,8,0.5,2,0.456494007026777,0.244428003206849,1.45123178465292,0,6,1,91725280,32
"5318",8418,2,8,0.5,2,0.02728131855838,-0.493959399871528,0.938973017502576,0,6,1,22120979,32
"5319",8419,2,8,0.5,2,0.625968358013779,0.625189970247447,0.546661674976349,0,6,1,50648223,32
"5320",8420,2,8,0.5,2,0.201483430573717,-0.0986518417485058,1.52237261785194,0,6,1,87341643,32
"5321",8421,2,8,0.5,2,0.956974639324471,-0.586694980505854,0.384315290953964,0,6,1,56671038,32
"5322",8422,2,8,0.5,2,0.881307499948889,-0.628424909431487,0.244152816943824,0,6,1,14235690,32
"5323",8423,2,8,0.5,2,0.72814823826775,-0.875276533421129,1.37087578093633,0,6,1,82804866,32
"5324",8424,2,8,0.5,2,0.00173187325708568,0.824935600627214,1.78959230333567,0,6,1,48062280,32
"5325",8425,2,8,0.5,2,0.103822618490085,0.327995629049838,0.8319554743357,0,6,1,4310629,32
"5326",8426,2,8,0.5,2,0.81997493840754,0.220735398586839,0.902493469882756,0,6,1,60376908,32
"5327",8427,2,8,0.5,2,0.812356202630326,-0.0326413121074438,1.4866512264125,0,6,1,80853522,32
"5328",8428,2,8,0.5,2,0.960785036440939,-0.575886215548962,0.104201951529831,0,6,1,25741406,32
"5329",8429,2,8,0.5,2,0.125644735060632,-0.373263107612729,0.814448291435838,0,6,1,93277398,32
"5330",8430,2,8,0.5,2,0.113537721103057,0.195704950019717,0.728786307852715,0,6,1,2617071,32
"5331",8431,2,8,0.5,2,0.319343369454145,0.52694639377296,0.696686568669975,0,6,1,94701436,32
"5332",8432,2,8,0.5,2,0.631284633418545,-0.575062613002956,0.405561299063265,0,6,1,41461158,32
"5333",8433,2,8,0.5,2,0.95746974949725,0.665635663550347,0.106257075443864,0,6,1,57098701,32
"5334",8434,2,8,0.5,2,0.67012450331822,0.718910568393767,0.680614927317947,0,6,1,58757504,32
"5335",8435,2,8,0.5,2,0.225298558128998,-0.461040484253317,1.17548407195136,0,6,1,31428397,32
"5336",8436,2,8,0.5,2,0.590077578322962,-0.191909601911902,1.97981106443331,0,6,1,17436326,32
"5337",8437,2,8,0.5,2,0.683595597511157,0.503856825176626,1.0427112407051,0,6,1,96011096,32
"5338",8438,2,8,0.5,2,0.175232690060511,-0.921967540867627,1.86889442941174,0,6,1,22159660,32
"5339",8439,2,8,0.5,2,0.121038133278489,-0.290818546433002,0.781503030564636,0,6,1,79552954,32
"5340",8440,2,8,0.5,2,0.927684896858409,-0.515821445733309,0.491142794955522,0,6,1,46123167,32
"5341",8441,2,8,0.5,2,0.686606683535501,-0.393687695730478,0.513626163825393,0,6,1,97301267,32
"5342",8442,2,8,0.5,2,0.814938160590827,-0.688984815962613,1.00598028721288,0,6,1,18632415,32
"5343",8443,2,8,0.5,2,0.00287166936323047,-0.673429399263114,0.913520911708474,0,6,1,444134,32
"5344",8444,2,8,0.5,2,0.555963224964216,0.727117479313165,1.65930277248845,0,6,1,16956222,32
"5345",8445,2,8,0.5,2,0.520934714004397,-0.726178901270032,0.0865789074450731,0,6,1,54382135,32
"5346",8446,2,8,0.5,2,0.798909518169239,-0.691358957439661,1.69097833521664,0,6,1,11492562,32
"5347",8447,2,8,0.5,2,0.408699146937579,0.889377044513822,0.577815641183406,0,6,1,77144762,32
"5348",8448,2,8,0.5,2,0.93517599045299,0.600765817798674,0.169994896277785,0,6,1,95641675,32
"5349",8449,2,8,0.5,2,0.00174214015714824,0.420025356579572,1.73788269190118,0,6,1,1948317,32
"5350",8450,2,8,0.5,2,0.693548446288332,0.249970621429384,1.55758460378274,0,6,1,21619034,32
"5351",8451,4,8,0.5,4,0.0122969364747405,0.305305643938482,2.97593332175165,0,6,1,18158350,128
"5352",8452,4,8,0.5,4,0.807558671105653,0.530006521381438,1.09939520940883,0,6,1,85867891,128
"5353",8453,4,8,0.5,4,0.745469384593889,0.953884223476052,3.51547293597832,0,6,1,40509395,128
"5354",8454,4,8,0.5,4,0.710688876919448,-0.193513181060553,3.00067495042458,0,6,1,75165280,128
"5355",8455,4,8,0.5,4,0.124488737201318,0.86983616836369,1.5538441199949,0,6,1,6114072,128
"5356",8456,4,8,0.5,4,0.958651157328859,0.720574364997447,0.312044858874287,0,6,1,40760884,128
"5357",8457,4,8,0.5,4,0.118884660303593,0.018714782781899,0.231648664625827,0,6,1,58759410,128
"5358",8458,4,8,0.5,4,0.536989996442571,-0.338511016685516,0.221341184456833,0,6,1,85354499,128
"5359",8459,4,8,0.5,4,0.939207860501483,0.118617930915207,1.18725690913154,0,6,1,69494341,128
"5360",8460,4,8,0.5,4,0.82921782694757,0.495078812818974,1.93975141266128,0,6,1,69566328,128
"5361",8461,4,8,0.5,4,0.029197602532804,0.0319365640170872,1.82145140674664,0,6,1,78728737,128
"5362",8462,4,8,0.5,4,0.0255539731588215,-0.534308694768697,1.32256142772734,0,6,1,43634223,128
"5363",8463,4,8,0.5,4,0.118951915530488,-0.449283660389483,0.698421965159941,0,6,1,30072476,128
"5364",8464,4,8,0.5,4,0.762777518248186,-0.809855054598302,1.61386007283349,0,6,1,61758231,128
"5365",8465,4,8,0.5,4,0.289542144862935,-0.817339108325541,3.29994251672179,0,6,1,53039527,128
"5366",8466,4,8,0.5,4,0.778583889361471,-0.822644765488803,1.09773071764503,0,6,1,15824123,128
"5367",8467,4,8,0.5,4,0.271429491462186,-0.816728620324284,0.695364659242332,0,6,1,76573564,128
"5368",8468,4,8,0.5,4,0.283322514267638,-0.724790224339813,3.12479392718524,0,6,1,49063196,128
"5369",8469,4,8,0.5,4,0.117952221306041,-0.578689082991332,1.75018600388896,0,6,1,89358525,128
"5370",8470,4,8,0.5,4,0.768487437162548,-0.100520364008844,1.57717311257496,0,6,1,19452062,128
"5371",8471,4,8,0.5,4,0.866158791584894,0.188500857446343,2.53057306818664,0,6,1,74488663,128
"5372",8472,4,8,0.5,4,0.127119375625625,0.0162231884896755,0.4272217271314,0,6,1,50067545,128
"5373",8473,4,8,0.5,4,0.939967338461429,-0.751415295526385,0.424559986186214,0,6,1,15818725,128
"5374",8474,4,8,0.5,4,0.207381880842149,0.220021899789572,3.04288075026125,0,6,1,37865345,128
"5375",8475,4,8,0.5,4,0.492763354908675,-0.739112377166748,0.539126202887856,0,6,1,45130252,128
"5376",8476,4,8,0.5,4,0.685433195671067,-0.308579044882208,1.18605709216092,0,6,1,47573081,128
"5377",8477,4,8,0.5,4,0.00689295656047761,-0.0206187139265239,1.81497532707639,0,6,1,54030203,128
"5378",8478,4,8,0.5,4,0.443341902457178,-0.823812789749354,1.12842489020899,0,6,1,68001679,128
"5379",8479,4,8,0.5,4,0.745624146657065,0.796761720906943,0.726305964814965,0,6,1,73765154,128
"5380",8480,4,8,0.5,4,0.0393661081325263,-0.499596898443997,0.422609338120092,0,6,1,50157458,128
"5381",8481,4,8,0.5,4,0.00323315849527717,-0.553753721062094,0.558750514222775,0,6,1,27902206,128
"5382",8482,4,8,0.5,4,0.820543902460486,0.766319885849953,3.94973040465266,0,6,1,5765288,128
"5383",8483,4,8,0.5,4,0.855631617829204,0.191331245005131,0.136217345728073,0,6,1,69159356,128
"5384",8484,4,8,0.5,4,0.260957602644339,-0.244818517938256,1.37937902450562,0,6,1,33312315,128
"5385",8485,4,8,0.5,4,0.0382299821358174,-0.721199069172144,1.65134372998262,0,6,1,24887811,128
"5386",8486,4,8,0.5,4,0.755685321753845,-0.111685528419912,2.18067797040567,0,6,1,13212075,128
"5387",8487,4,8,0.5,4,0.9434371185489,-0.787961256690323,1.43140414817957,0,6,1,13223894,128
"5388",8488,4,8,0.5,4,0.472709544701502,-0.210442039649934,0.593194787173998,0,6,1,99347872,128
"5389",8489,4,8,0.5,4,0.514507675776258,-0.686627997085452,0.939624053135049,0,6,1,44275052,128
"5390",8490,4,8,0.5,4,0.291871122084558,-0.689650290645659,0.705701917822007,0,6,1,68937838,128
"5391",8491,4,8,0.5,4,0.71376042929478,-0.180589718278497,0.653873372895177,0,6,1,28525368,128
"5392",8492,4,8,0.5,4,0.534187524113804,0.966024046763778,2.40151404682547,0,6,1,92502868,128
"5393",8493,4,8,0.5,4,0.333089557709172,0.609887762460858,0.758997914285865,0,6,1,39926242,128
"5394",8494,4,8,0.5,4,0.901687763398513,0.433603384997696,0.889984892762732,0,6,1,30182080,128
"5395",8495,4,8,0.5,4,0.835969116073102,-0.328261851798743,0.265198503837455,0,6,1,67739802,128
"5396",8496,4,8,0.5,4,0.580407942412421,0.82062485255301,0.52907151024323,0,6,1,25219838,128
"5397",8497,4,8,0.5,4,0.287186703411862,0.564765942748636,0.284595103692263,0,6,1,98377679,128
"5398",8498,4,8,0.5,4,0.959403789369389,-0.455567727331072,0.69842455287464,0,6,1,44717798,128
"5399",8499,4,8,0.5,4,0.898316908627748,-0.513297528028488,1.06171293484746,0,6,1,20860939,128
"5400",8500,4,8,0.5,4,0.993146937806159,-0.864977513439953,0.604741123823915,0,6,1,41123647,128
"5401",8601,2,16,0.5,2,0.114444791804999,-0.797174784354866,0.119377906899899,0,6,1,84990272,64
"5402",8602,2,16,0.5,2,0.26417165226303,-0.672252180520445,0.932692888192832,0,6,1,21269495,64
"5403",8603,2,16,0.5,2,0.86114003136754,0.40299142152071,0.682981842197478,0,6,1,9745833,64
"5404",8604,2,16,0.5,2,0.700986739946529,0.79222782002762,1.16015174705535,0,6,1,41127020,64
"5405",8605,2,16,0.5,2,0.971125560579821,0.117660901974887,1.27321176091209,0,6,1,26693500,64
"5406",8606,2,16,0.5,2,0.778534498997033,0.325840085279197,0.383137506432831,0,6,1,89605540,64
"5407",8607,2,16,0.5,2,0.333468108670786,-0.538118455093354,0.861868866719306,0,6,1,63238247,64
"5408",8608,2,16,0.5,2,0.799080874072388,0.635646617040038,0.305470583494753,0,6,1,50952317,64
"5409",8609,2,16,0.5,2,0.722419912461191,0.23971898201853,0.74870073562488,0,6,1,53275143,64
"5410",8610,2,16,0.5,2,0.215983136557043,-0.5973876491189,0.348875043913722,0,6,1,37393640,64
"5411",8611,2,16,0.5,2,0.308695655083284,-0.240209047216922,0.191508342046291,0,6,1,4057232,64
"5412",8612,2,16,0.5,2,0.0584982682485133,-0.281135804951191,1.68140772823244,0,6,1,8879321,64
"5413",8613,2,16,0.5,2,0.116185514023528,0.560020678211004,1.70735235745087,0,6,1,11231220,64
"5414",8614,2,16,0.5,2,0.105835802620277,0.542963094543666,0.253047713078558,0,6,1,25604821,64
"5415",8615,2,16,0.5,2,0.244413829641417,-0.644303115084767,1.6258636941202,0,6,1,31092656,64
"5416",8616,2,16,0.5,2,0.651041506323963,0.326600677799433,0.0541979614645243,0,6,1,96045608,64
"5417",8617,2,16,0.5,2,0.346808595350012,0.854743474163115,1.22272210242227,0,6,1,76265026,64
"5418",8618,2,16,0.5,2,0.235578485764563,-0.939412961248308,1.73112625768408,0,6,1,92329561,64
"5419",8619,2,16,0.5,2,0.801443226635456,-0.197890429291874,1.95348403602839,0,6,1,58545051,64
"5420",8620,2,16,0.5,2,0.766260788077489,-0.837047788314521,1.18009330332279,0,6,1,43833599,64
"5421",8621,2,16,0.5,2,0.69686644198373,0.744686605874449,0.551958512049168,0,6,1,52502965,64
"5422",8622,2,16,0.5,2,0.816441637696698,-0.854787470307201,0.438462757039815,0,6,1,66915188,64
"5423",8623,2,16,0.5,2,0.424878928344697,-0.16485904995352,1.25914843566716,0,6,1,85787000,64
"5424",8624,2,16,0.5,2,0.0201780442148447,-0.703516853507608,1.19630832597613,0,6,1,81594963,64
"5425",8625,2,16,0.5,2,0.806161185726523,-0.567488882225007,1.26492484146729,0,6,1,24666517,64
"5426",8626,2,16,0.5,2,0.575711942277849,-0.316423253156245,0.238732376135886,0,6,1,15475956,64
"5427",8627,2,16,0.5,2,0.576582325622439,0.513204018585384,1.06351027823985,0,6,1,6573164,64
"5428",8628,2,16,0.5,2,0.168939413502812,0.861833690200001,0.604860618710518,0,6,1,26655421,64
"5429",8629,2,16,0.5,2,0.577738513704389,0.650670298840851,1.51034750649706,0,6,1,17410032,64
"5430",8630,2,16,0.5,2,0.668072316562757,-0.340761275496334,1.30105182016268,0,6,1,17438542,64
"5431",8631,2,16,0.5,2,0.134673946071416,-0.203861996531487,1.23264050344005,0,6,1,94145238,64
"5432",8632,2,16,0.5,2,0.661227285163477,-0.510226713493466,0.0976063571870327,0,6,1,97699529,64
"5433",8633,2,16,0.5,2,0.896322157699615,-0.931136244907975,1.79082497907802,0,6,1,38607874,64
"5434",8634,2,16,0.5,2,0.891893548658118,-0.294233208987862,1.98707559565082,0,6,1,69644797,64
"5435",8635,2,16,0.5,2,0.520726514980197,-0.46535822795704,1.90822416637093,0,6,1,22200465,64
"5436",8636,2,16,0.5,2,0.213292769622058,-0.633832549676299,0.760947752278298,0,6,1,80775383,64
"5437",8637,2,16,0.5,2,0.580138688441366,0.551782345864922,1.26114743109792,0,6,1,16397005,64
"5438",8638,2,16,0.5,2,0.0170447083655745,0.926468372344971,1.6267247647047,0,6,1,62342864,64
"5439",8639,2,16,0.5,2,0.555252951104194,-0.136005668435246,0.589547307696193,0,6,1,40596106,64
"5440",8640,2,16,0.5,2,0.257845881162211,0.438220359385014,1.41609830688685,0,6,1,8878505,64
"5441",8641,2,16,0.5,2,0.508772563422099,0.827868699096143,1.08691605506465,0,6,1,29076999,64
"5442",8642,2,16,0.5,2,0.97923449263908,0.580790870822966,1.32218193868175,0,6,1,11978029,64
"5443",8643,2,16,0.5,2,0.712730135302991,0.835752929095179,1.64388262853026,0,6,1,88593722,64
"5444",8644,2,16,0.5,2,0.68266076198779,-0.841676543001086,1.1770870545879,0,6,1,45807264,64
"5445",8645,2,16,0.5,2,0.0257527055218816,-0.611257277894765,1.19184448709711,0,6,1,19134863,64
"5446",8646,2,16,0.5,2,0.749561761971563,0.364923554938287,0.816368663683534,0,6,1,6367800,64
"5447",8647,2,16,0.5,2,0.918609793996438,0.726373749319464,1.94206710206345,0,6,1,34284065,64
"5448",8648,2,16,0.5,2,0.74434759048745,0.400689902715385,1.28503489028662,0,6,1,64439600,64
"5449",8649,2,16,0.5,2,0.331939850701019,0.298334737773985,0.447184841614217,0,6,1,46671265,64
"5450",8650,2,16,0.5,2,0.00722864805720747,-0.674577785655856,0.0795549028553069,0,6,1,57898274,64
"5451",8651,4,16,0.5,4,0.397925879107788,0.840596909634769,2.41962230298668,0,6,1,25643461,256
"5452",8652,4,16,0.5,4,0.228181850863621,-0.312396887689829,0.28667638663901,0,6,1,63805287,256
"5453",8653,4,16,0.5,4,0.0859707978088409,-0.327691250480711,1.40462504663737,0,6,1,18986124,256
"5454",8654,4,16,0.5,4,0.389451053692028,-0.75822963193059,1.94062403036747,0,6,1,28879428,256
"5455",8655,4,16,0.5,4,0.66122530400753,-0.427500515244901,3.5232664020732,0,6,1,45198114,256
"5456",8656,4,16,0.5,4,0.248416983056813,0.743151825852692,1.7281584131089,0,6,1,80530993,256
"5457",8657,4,16,0.5,4,0.411499671870843,-0.171315350104123,3.63887580670416,0,6,1,79453819,256
"5458",8658,4,16,0.5,4,0.265578643651679,0.551767235156149,1.94131674838718,0,6,1,14351274,256
"5459",8659,4,16,0.5,4,0.243594898376614,0.915146325249225,2.42034624982625,0,6,1,79536975,256
"5460",8660,4,16,0.5,4,0.0900210791733116,0.258342471439391,1.18020396275679,0,6,1,34953433,256
"5461",8661,4,16,0.5,4,0.165088104782626,0.686841241084039,3.2009556228295,0,6,1,95031810,256
"5462",8662,4,16,0.5,4,0.516638469882309,-0.51301634311676,1.8997835197486,0,6,1,76271255,256
"5463",8663,4,16,0.5,4,0.0353040501940995,-0.251838679425418,0.59056205967674,0,6,1,26797535,256
"5464",8664,4,16,0.5,4,0.978982977336273,0.337718999478966,0.115617878318299,0,6,1,94853647,256
"5465",8665,4,16,0.5,4,0.432709655957296,-0.818648598156869,0.839116406668909,0,6,1,50069195,256
"5466",8666,4,16,0.5,4,0.395408841548488,0.105593834538013,0.993760707986075,0,6,1,77808595,256
"5467",8667,4,16,0.5,4,0.689581177430227,0.897008751053363,1.35330979171675,0,6,1,64722904,256
"5468",8668,4,16,0.5,4,0.80678521306254,0.132557615637779,3.33755892468616,0,6,1,78741363,256
"5469",8669,4,16,0.5,4,0.742452438920736,-0.112846450414509,1.80194974984508,0,6,1,8659129,256
"5470",8670,4,16,0.5,4,0.0940562959294766,0.248072175309062,1.52847530674655,0,6,1,32386990,256
"5471",8671,4,16,0.5,4,0.976409086724743,0.688746995292604,3.94192894501612,0,6,1,14812468,256
"5472",8672,4,16,0.5,4,0.638754067244008,0.341557333245873,1.1065568861342,0,6,1,58401044,256
"5473",8673,4,16,0.5,4,0.530243099201471,0.98697219742462,0.101236145375296,0,6,1,79553577,256
"5474",8674,4,16,0.5,4,0.72518076421693,0.336335074622184,0.818881392348558,0,6,1,30981383,256
"5475",8675,4,16,0.5,4,0.562578369630501,0.391845001839101,1.37909017670201,0,6,1,46855421,256
"5476",8676,4,16,0.5,4,0.428226422285661,0.438369789626449,1.5296310426807,0,6,1,74156328,256
"5477",8677,4,16,0.5,4,0.348410219419748,-0.74119611363858,0.120658564460464,0,6,1,15105812,256
"5478",8678,4,16,0.5,4,0.0428774815518409,-0.0607150122523308,3.90500952163711,0,6,1,22271627,256
"5479",8679,4,16,0.5,4,0.738605723250657,-0.457379042636603,1.67017014115117,0,6,1,67381205,256
"5480",8680,4,16,0.5,4,0.650892589474097,0.214807827956975,1.34487579752924,0,6,1,48811036,256
"5481",8681,4,16,0.5,4,0.311697552911937,0.577550665009767,0.704667457905598,0,6,1,81560052,256
"5482",8682,4,16,0.5,4,0.404307939810678,0.12560995016247,0.876202312840614,0,6,1,43170616,256
"5483",8683,4,16,0.5,4,0.0110907317139208,-0.0149687868542969,1.6929982916289,0,6,1,45693393,256
"5484",8684,4,16,0.5,4,0.393866218626499,0.707908991258591,1.24139401804889,0,6,1,76025684,256
"5485",8685,4,16,0.5,4,0.907577067613602,0.472621071152389,0.874732305558864,0,6,1,59376931,256
"5486",8686,4,16,0.5,4,0.614069554489106,0.888636369258165,1.68644936999073,0,6,1,48379605,256
"5487",8687,4,16,0.5,4,0.133935505757108,-0.354511355981231,1.89859554000897,0,6,1,80150718,256
"5488",8688,4,16,0.5,4,0.363239581463858,0.0308408034034073,0.255586996139027,0,6,1,23728240,256
"5489",8689,4,16,0.5,4,0.826755190268159,0.092694575432688,0.975574395037256,0,6,1,21908510,256
"5490",8690,4,16,0.5,4,0.432724827202037,0.718074437696487,1.31388513680082,0,6,1,21956672,256
"5491",8691,4,16,0.5,4,0.688829178456217,0.108963320031762,0.867865070456173,0,6,1,30857275,256
"5492",8692,4,16,0.5,4,0.600659924093634,0.169428407214582,1.08175056653796,0,6,1,76838650,256
"5493",8693,4,16,0.5,4,0.906124255852774,0.594292212743312,1.57779303079005,0,6,1,95525717,256
"5494",8694,4,16,0.5,4,0.786392267094925,-0.799018529243767,1.00776301894104,0,6,1,44503907,256
"5495",8695,4,16,0.5,4,0.0562201736029238,-0.664383600465953,3.80482855532318,0,6,1,90495729,256
"5496",8696,4,16,0.5,4,0.207836595829576,-0.666551915928721,1.96696462338325,0,6,1,55616314,256
"5497",8697,4,16,0.5,4,0.511753986123949,-0.473460340406746,0.518780832381453,0,6,1,41393724,256
"5498",8698,4,16,0.5,4,0.0904461252503097,-0.122843991499394,0.0304905344755389,0,6,1,48401417,256
"5499",8699,4,16,0.5,4,0.401622677687556,0.843420860357583,1.72282709764782,0,6,1,31202665,256
"5500",8700,4,16,0.5,4,0.0718037262558937,-0.577404586132616,3.5662691523321,0,6,1,33872987,256
